"[-0.4329459071159363, -1.240342617034912]",|,"[-0.4508516788482666, -1.2413125038146973]",|,[0.01790577 0.00096989]
"[-0.4914730191230774, -1.2273485660552979]",|,"[-0.49246853590011597, -1.231278419494629]",|,[0.00099552 0.00392985]
"[-0.5353920459747314, -1.2175800800323486]",|,"[-0.5381184816360474, -1.2222158908843994]",|,[0.00272644 0.00463581]
"[-0.5793236494064331, -1.2078216075897217]",|,"[-0.5792604684829712, -1.2121632099151611]",|,[-6.31809235e-05  4.34160233e-03]
"[-0.623223602771759, -1.1980726718902588]",|,"[-0.6255125999450684, -1.2033578157424927]",|,[0.002289   0.00528514]
"[-0.6525172591209412, -1.1915628910064697]",|,"[-0.6652790307998657, -1.1930334568023682]",|,[0.01276177 0.00147057]
"[-0.7110611200332642, -1.1785576343536377]",|,"[-0.711897611618042, -1.1843669414520264]",|,[0.00083649 0.00580931]
"[-0.7549760937690735, -1.1687934398651123]",|,"[-0.751735508441925, -1.1740739345550537]",|,[-0.00324059  0.00528049]
"[-0.7842625975608826, -1.1622824668884277]",|,"[-0.7947057485580444, -1.1645314693450928]",|,[0.01044315 0.002249  ]
"[-0.8428214192390442, -1.1492769718170166]",|,"[-0.8406206369400024, -1.1557115316390991]",|,[-0.00220078  0.00643456]
"[-0.8721063733100891, -1.1427804231643677]",|,"[-0.8802439570426941, -1.145297884941101]",|,[0.00813758 0.00251746]
"[-0.9306583404541016, -1.1297709941864014]",|,"[-0.9267474412918091, -1.136579155921936]",|,[-0.0039109   0.00680816]
"[-0.9599413871765137, -1.12328040599823]",|,"[-0.9665974378585815, -1.1261111497879028]",|,[0.00665605 0.00283074]
"[-1.003849744796753, -1.113519310951233]",|,"[-1.0132185220718384, -1.1173210144042969]",|,[0.00936878 0.0038017 ]
"[-1.0477707386016846, -1.1037708520889282]",|,"[-1.0530297756195068, -1.106651782989502]",|,[0.00525904 0.00288093]
"[-1.1063283681869507, -1.0907834768295288]",|,"[-1.0999590158462524, -1.097799301147461]",|,[-0.00636935  0.00701582]
"[-1.1356168985366821, -1.0843002796173096]",|,"[-1.1406935453414917, -1.0871381759643555]",|,[0.00507665 0.0028379 ]
"[-1.1941707134246826, -1.071285367012024]",|,"[-1.1880258321762085, -1.078211784362793]",|,[-0.00614488  0.00692642]
"[-1.2234365940093994, -1.0647655725479126]",|,"[-1.2283899784088135, -1.0671353340148926]",|,[0.00495338 0.00236976]
"[-1.281984806060791, -1.0517663955688477]",|,"[-1.2764652967453003, -1.0582060813903809]",|,[-0.00551951  0.00643969]
"[-1.3112620115280151, -1.045257329940796]",|,"[-1.3167892694473267, -1.0468108654022217]",|,[0.00552726 0.00155354]
"[-1.3697896003723145, -1.0322394371032715]",|,"[-1.364662766456604, -1.0375334024429321]",|,[-0.00512683  0.00529397]
"[-1.3990604877471924, -1.025750756263733]",|,"[-1.4056031703948975, -1.0259923934936523]",|,[0.00654268 0.00024164]
"[-1.4576560258865356, -1.0127294063568115]",|,"[-1.4539344310760498, -1.0165529251098633]",|,[-0.00372159  0.00382352]
"[-1.5015404224395752, -1.0029927492141724]",|,"[-1.4945157766342163, -1.0045862197875977]",|,[-0.00702465  0.00159347]
"[-1.5308250188827515, -0.9964793920516968]",|,"[-1.53830087184906, -0.9934081435203552]",|,[ 0.00747585 -0.00307125]
"[-1.5747220516204834, -0.9867331385612488]",|,"[-1.5861119031906128, -0.9833373427391052]",|,[ 0.01138985 -0.0033958 ]
"[-1.6112333536148071, -0.9785879254341125]",|,"[-1.6079485416412354, -0.9775899052619934]",|,[-0.00328481 -0.00099802]
"[-1.6191108226776123, -0.9765095710754395]",|,"[-1.626287579536438, -0.9802688956260681]",|,[0.00717676 0.00375932]
"[-1.6221662759780884, -0.9784943461418152]",|,"[-1.6277707815170288, -0.983774721622467]",|,[0.00560451 0.00528038]
"[-1.6246402263641357, -0.983735203742981]",|,"[-1.6243312358856201, -0.9876390695571899]",|,[-0.00030899  0.00390387]
"[-1.623872995376587, -0.9906548261642456]",|,"[-1.6256810426712036, -0.9941542744636536]",|,[0.00180805 0.00349945]
"[-1.625967025756836, -1.0013949871063232]",|,"[-1.6345566511154175, -1.0078213214874268]",|,[0.00858963 0.00642633]
"[-1.6391775608062744, -1.0082203149795532]",|,"[-1.646699070930481, -1.0123194456100464]",|,[0.00752151 0.00409913]
"[-1.64679753780365, -1.0094674825668335]",|,"[-1.6569231748580933, -1.0127129554748535]",|,[0.01012564 0.00324547]
"[-1.6601533889770508, -1.0099135637283325]",|,"[-1.6736129522323608, -1.013205885887146]",|,[0.01345956 0.00329232]
"[-1.6645927429199219, -1.0073106288909912]",|,"[-1.678334355354309, -1.005262851715088]",|,[ 0.01374161 -0.00204778]
"[-1.6667085886001587, -0.9873119592666626]",|,"[-1.6724046468734741, -0.9776322245597839]",|,[ 0.00569606 -0.00967973]
"[-1.6560252904891968, -0.9421521425247192]",|,"[-1.6703181266784668, -0.9458737969398499]",|,[0.01429284 0.00372165]
"[-1.645713210105896, -0.9142827987670898]",|,"[-1.6397837400436401, -0.8976171016693115]",|,[-0.00592947 -0.0166657 ]
"[-1.6299854516983032, -0.8722845315933228]",|,"[-1.6193779706954956, -0.8535923361778259]",|,[-0.01060748 -0.0186922 ]
